"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x9fcfd6ced565b99ed3c054bbbdb2a0c556fe40a97db3778de71186d0822c1328","21899409","1664902868","2022-10-04 17:01:08","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xbf49abcb2e534ad16e60ea9071104dfda8b3e0f4","2,160","Buy With Stable Coin"
"0x8fb686c4665953d41985e216f4b69ec137b531c8d97a4adf194ded687ac1a92e","21899527","1664903222","2022-10-04 17:07:02","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xfba4f26398c9b9525927fa48c371a76cd746c666","24,360","Buy With Stable Coin"
"0xcf4605eefd587e383aec15648596adaf964182fba137f5cccb2a2ea728ad79ec","21899642","1664903573","2022-10-04 17:12:53","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x47317f9cf8348405f265d2f777a37e90e963849c","113,530.407","Buy With Stable Coin"
"0x79263a33db255b0b677378f0be41a0fe1e8a2fcc879eae7141805481a55cc12f","21900448","1664906049","2022-10-04 17:54:09","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x25352fa7f96fb49fee2496c4abe6c839ce4246a2","87,060","Buy With Stable Coin"
"0x41f535b81da4ebd8ad56475c43f37ac2b0d774a5002c124182348eaa2e3d7c02","21915203","1664951755","2022-10-05 06:35:55","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4a8688d568e98c327b2d9178a4c25db9033fe950","60","Buy With Stable Coin"
"0xe2ee3e8933c2e06616bf34f2f2e426d59b9f9d2629badb33d9444580ea53aa54","21917365","1664958367","2022-10-05 08:26:07","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4a8688d568e98c327b2d9178a4c25db9033fe950","60","Buy With Stable Coin"
"0x3ea865d13f92313df815984e0b4dc9340d240223f0e012645ea71a10ab3973a1","21917450","1664958633","2022-10-05 08:30:33","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4234b976443b081a20f84477bcf59a185d8caca3","60","Buy With Stable Coin"
"0xb34cd2766a046b1b5cd4dc48e55c03c7177b32b3b5e2b9523d061ed8fbf7e2ad","21917486","1664958741","2022-10-05 08:32:21","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4234b976443b081a20f84477bcf59a185d8caca3","60","Buy With Stable Coin"
"0x37112467ad490b0533c9f1736f8ed86649cbca60c8d04efd79deb9765e627e96","21917498","1664958777","2022-10-05 08:32:57","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4234b976443b081a20f84477bcf59a185d8caca3","60","Buy With Stable Coin"
"0xda72d54eefed551a065fd1687b075af380c6bc36a0e075424127ba4bdae6b693","21917624","1664959155","2022-10-05 08:39:15","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4234b976443b081a20f84477bcf59a185d8caca3","60","Buy With Stable Coin"
"0xf529da1874337bd34b34c9e8b032b88e4f04f03794ca91a717f8c062ca58c41c","21917721","1664959446","2022-10-05 08:44:06","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4a8688d568e98c327b2d9178a4c25db9033fe950","60","Buy With Stable Coin"
"0xbdc11a63d108604f3c1289c57a5f0720d1bd8a631e0ab318914511dff905807f","21918013","1664960322","2022-10-05 08:58:42","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xebca67307c3ac139ada00abb76e084d5a65663a8","60","Buy With Stable Coin"
"0x78468561ef96a1abbe9a87c290d067c1508391a104cb6c498df739aab45c974c","21919750","1664965543","2022-10-05 10:25:43","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xf78a7a8ce2a9bbec8cb22a409f0132de7c99c155","11,400","Buy With Stable Coin"
"0xecb6cc388bba0bcef399f7fd9e6b1fdf684d557c345f484ba3be29703b56481b","21920067","1664966494","2022-10-05 10:41:34","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x6252569b4c7312e438014dac07598f64ab6668f9","68,220","Buy With Stable Coin"
"0xd4560c0da907ba5580b6bb056f9cefb06f6f5483cdc2f4feb13016cf658e6c0d","21920161","1664966776","2022-10-05 10:46:16","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x8887c7596a3d4374675d41756201ed9e1c487fb3","4,080","Buy With Stable Coin"
"0x29796ab7ce6c1129b2ef8fe518d7d57e51c1711d1084a66795da4c4f8e6b1369","21920169","1664966800","2022-10-05 10:46:40","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xbf18895a0818c65357854c1cb0f68f0ef15ebef0","28,380","Buy With Stable Coin"
"0x430eecede8504a89180e3b6cd805f517c908f0dc2ade94f467ddd7c0a416b5ca","21920254","1664967055","2022-10-05 10:50:55","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xfe2f05a2ea6a4b5f3a8569fb2f748a8bd4dd043c","29,940","Buy With Stable Coin"
"0xa1f470e227377a7e004a3f856abbd8f87890fb274d66799d29adfb7458e3b42e","21920306","1664967211","2022-10-05 10:53:31","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xaa7931715a785bbac8fd3dc720bb8f1c1e8bf184","7,860","Buy With Stable Coin"
"0xa6d8455d77fa2594dcef6ab4590fcc4d57db8341243937f0a77914829f066b89","21920309","1664967220","2022-10-05 10:53:40","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xad58e4495f2d506b7820cd3227a8e99642a2c4e2","4,860","Buy With Stable Coin"
"0x905ae6f133ffe1fe8726bc0fce0819dbe4523362852c23b9b904da95a657905f","21920325","1664967268","2022-10-05 10:54:28","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xe54665a23908cbaacf11d63412fa1414b3d273ea","6,840","Buy With Stable Coin"
"0x4668f87ea4d2ef382c1184cbdff7529cb21fc27ca1cd030a8ca349507244b8ac","21920363","1664967382","2022-10-05 10:56:22","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x350ed6f52437514e84e244c4130d79e46ffc3062","241,860","Buy With Stable Coin"
"0x8ca5116fea2d6c32ea5a89bc614e0e9344322eca51d14580fdae635270cb88ae","21920422","1664967569","2022-10-05 10:59:29","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x881382bae9bcc191a45b58d53f8a0da9f71da481","60","Buy With Stable Coin"
"0x7a15be8d500b27c4ebd9996d085488d243f846371c4c126f5f154cd1da644f4e","21920449","1664967654","2022-10-05 11:00:54","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x881382bae9bcc191a45b58d53f8a0da9f71da481","842,820","Buy With Stable Coin"
"0xfb8def6eeee38933460cc95d96426ef6e60a3e7bb482daa1dd549228e227febd","21920482","1664967753","2022-10-05 11:02:33","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x38e7741118a4c046a9bd8d13534834c63906a072","20,700","Buy With Stable Coin"
"0x21cef6e6527a6793d9818917c3adec377240aa8e218af976659cf45312c04d6b","21920541","1664967930","2022-10-05 11:05:30","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x778639df4cab41c6e531f742ae28be3292b96ef7","59,100","Buy With Stable Coin"
"0x88e6bb4374c0a0217e7d50a127e4699fc084186b05e7e1cbb6e337f5d812b591","21920639","1664968224","2022-10-05 11:10:24","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x9c75c9b314c87d16689d8d84b0a8ee6514fae07e","720,900","Buy With Stable Coin"
"0x8739f8f8d5d2a52b0151f759ea54f77cee5d3f4594d1b3d96c80c6c371a73a94","21920765","1664968602","2022-10-05 11:16:42","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x37cae8e1ead5d54eca282e31f0746d8782b1ccce","45,360","Buy With Stable Coin"
"0x7306f8bbb7ee189b7453445155aefee9a37e62dfb32c5530b7944f52e8267981","21920812","1664968743","2022-10-05 11:19:03","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xab9e1a91a0f73af6d7139e0f8a4d449363ac5946","9,060","Buy With Stable Coin"
"0x1d13dd7822becec913df04ff1fe894e5d4e870d2714c966d93cee6fe9789d6b0","21920852","1664968863","2022-10-05 11:21:03","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x6ffea9cd473e97e69af43c94e9a253a6175692d8","3,000","Buy With Stable Coin"
"0x1dc33262db4a80355d6a9a023ee68e4f4e0d27019bdb5cc1ddb9866b369c0588","21920925","1664969107","2022-10-05 11:25:07","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x96ec8b26ed7715d3a6a88b6ef4998123fdee4d85","27,540","Buy With Stable Coin"
"0xc70c27c1e8fd1c43c723799bfb3ee57c54e1b72d94f0a64d40cac0974a37b5ab","21920949","1664969181","2022-10-05 11:26:21","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x1470716bb647793c511f9eb589ae907b0e2a7b60","86,820","Buy With Stable Coin"
"0x6fbfd53343df21c517a2c65ecaa3fdc69eb0f47237578e5dd2dd3ba6d5224283","21920975","1664969259","2022-10-05 11:27:39","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xf1d385ba632da6c2ca4ebbbc9e2436f80c1b18db","15,900","Buy With Stable Coin"
"0x90a2544cd004397b1a52c87028cf684b67fa737c8ace8b23e2560b35bf6e1f94","21920991","1664969307","2022-10-05 11:28:27","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x1470716bb647793c511f9eb589ae907b0e2a7b60","27,300","Buy With Stable Coin"
"0x4b229c8568fda4af761e30053cac21c8e6df7274384b2b0037cf4f37fbda3439","21921012","1664969373","2022-10-05 11:29:33","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xbf46bec98cec3f9d95e8754c801a6e0413b930c3","19,500","Buy With Stable Coin"
"0xcafb665eb43744dea58a1899e865f3bc5642182b76c01cfb2db14df23e25ddfb","21921018","1664969391","2022-10-05 11:29:51","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x6fc90a45e1bff1ca68ed430dccaeb469ddbdd141","29,100","Buy With Stable Coin"
"0x6108638e5a54bd5b9e1bd1157bad7b5c18d199192a78147db416fd82cff52da4","21921059","1664969526","2022-10-05 11:32:06","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xa34687329913cbadbc8b46c13d079f3c536d2f63","63,840","Buy With Stable Coin"
"0x5edf73cbdf44bbaab16eb20b85382113725a54a94473554a7f79912e89463851","21921095","1664969634","2022-10-05 11:33:54","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x85f779f974c01c8845a606f4f59bef8c26846986","39,540","Buy With Stable Coin"
"0x249d0c64e46e5c62388a601984c63a199cb2da4d74b1125aa7718d24f3a18ddb","21921158","1664969823","2022-10-05 11:37:03","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x89c530a0c2c1df66cb7e1023411ce374c64be1ff","1,500","Buy With Stable Coin"
"0x5f0312ff4d3d712534653e347e4ff5b5c59c68acd519e1570ddd757a5e5e1e0d","21921178","1664969883","2022-10-05 11:38:03","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x8cf61e908bf37d8220c4069d79031515682e588a","13,800","Buy With Stable Coin"
"0x6b8397679844f93f9db2a29de15bd1c26e28c1a2f6e2c63457eefa167a0e5ab3","21921179","1664969886","2022-10-05 11:38:06","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xaa7931715a785bbac8fd3dc720bb8f1c1e8bf184","2,280","Buy With Stable Coin"
"0x4aac9b7a6053fca0b25c4b1e3e6b2ab953b71b00d6b90317efa9c7aee96fc776","21921217","1664970000","2022-10-05 11:40:00","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x102b95b6a8cb14feec0b5b2f43fc8ad43f3d7e76","5,940","Buy With Stable Coin"
"0x896695bade082c27758f80a02e7cc8180076070ad586b9c783397ce58947d43a","21921218","1664970003","2022-10-05 11:40:03","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x973e5f106ca47896bac88994ee35727c9424064e","27,600","Buy With Stable Coin"
"0x181bd47b6037a782bcf518a574da88520b6d0281cc13da2fdc4903ff73a9616e","21921237","1664970060","2022-10-05 11:41:00","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x973e5f106ca47896bac88994ee35727c9424064e","120","Buy With Stable Coin"
"0xbc059a4d376e54f2ce244a0afb998a89f147dd6428590930112e00ef83587c5e","21921248","1664970093","2022-10-05 11:41:33","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xda71ce340dd5eb828d321a17eef15bc5ce585a7e","25,680","Buy With Stable Coin"
"0x979cdfaf39cfec8fecae3b66d123e5ca50fd106912c14348ff47b2eaa3471d9b","21921329","1664970336","2022-10-05 11:45:36","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x56b1476f25f9503f8e124b6a0e6f88b092320aa0","11,640","Buy With Stable Coin"
"0x5be037bb537df92d689cc965b1082d1d1fbc232fc93ab771b3f099ef213ed605","21921360","1664970429","2022-10-05 11:47:09","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xb7e7217aba890e155891f596bdef77b5f2631c9a","172,620","Buy With Stable Coin"
"0x44ac65ef4347bba7d79817d548d392b8e02042cff83d8dbf19f277a9cdd6f645","21921366","1664970447","2022-10-05 11:47:27","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x5b6df51d860e05c358149bf3a8c5a09658534535","535,680","Buy With Stable Coin"
"0x9e68f3d4c8fe49730e1da985e7f76907496d354b68f787f601e6cbd067e06436","21921393","1664970528","2022-10-05 11:48:48","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xb14120ed322ea6c6b678de94636fb70e782cf7d0","29,100","Buy With Stable Coin"
"0x57ade527cee0df35d0bcd595df6905980d56d12ec34f929b4465fcc3a1098010","21921625","1664971241","2022-10-05 12:00:41","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x18e0824f794bc3ac68f97d3a7d93c8fe3a83ec47","240,000","Buy With Stable Coin"
"0x86e78a1807cfdc8710c0c345ab27a4519cda47fac71cd59978639f8dee5b4345","21921904","1664972078","2022-10-05 12:14:38","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x791be632291a0b8d0fbc772347c4a7bc2d81b08f","23,394","Buy With Stable Coin"
"0xb01e06eea820a45ae1d3ffadb8999c269606209bd372bad5b3a7d2c92f1b455f","21922050","1664972520","2022-10-05 12:22:00","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x102b95b6a8cb14feec0b5b2f43fc8ad43f3d7e76","1,080","Buy With Stable Coin"
"0xddc5a898eed23edf49a1c5c56e15f5e3659e1c5e60a4917f17b8448b0f4f7041","21922202","1664972976","2022-10-05 12:29:36","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x47ecd548818ee97d6308bd59fa443c2b2eabd41e","7,440","Buy With Stable Coin"
"0x0cdfbf7f88485056b879878097b3abc128c9afe9d3ddcce175a0719d5a16a4fc","21922247","1664973111","2022-10-05 12:31:51","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x102b95b6a8cb14feec0b5b2f43fc8ad43f3d7e76","480","Buy With Stable Coin"
"0x5fc30899f52295f7be1e0baa7ffc15c6ed8a857b820875964600468435ad5d63","21922534","1664973972","2022-10-05 12:46:12","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x81baff689b2e7c061a3ab80ba95acd56f0a45a79","328,320","Buy With Stable Coin"
"0x8c4eafa8164c58cfb3b29196926e428ffcc0ac4c0e6c50432a2603e68ba494e0","21922566","1664974068","2022-10-05 12:47:48","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xab2a9086738a46a7ae912c5d12653622ed519f34","20,400","Buy With Stable Coin"
"0xcec9b8d91e750eb30c2f53a8cebfd1bb000eacccd078b193e1083543effa47c4","21922713","1664974509","2022-10-05 12:55:09","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x2ad208a932879351789c9336d199ad50968d2490","9,240","Buy With Stable Coin"
"0x2b777076d364e82284c87a190c52e34e0ef0c503cf9b50a3dd5abf4b73d09019","21922857","1664974942","2022-10-05 13:02:22","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x9f034dc29123cb5c3eb055dc0e4b42ae13c65956","60,000","Buy With Stable Coin"
"0xf3443d528b35c52a239555571f1e854f1a64ba5da53240857043f4073cc25ff5","21923025","1664975447","2022-10-05 13:10:47","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xc5eed9f949fd1c346e83367a756c30ed1fad9ac6","6,000","Buy With Stable Coin"
"0x5e063420fbbd88414209e0199a26db52b711f09fca6b756f107f85eacd1b259a","21923053","1664975531","2022-10-05 13:12:11","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xc5eed9f949fd1c346e83367a756c30ed1fad9ac6","22,560","Buy With Stable Coin"
"0x04735a1bd03b566ed150023f2ada194488a6140cc56eb53e0bfea72bf9c3b047","21923126","1664975750","2022-10-05 13:15:50","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xb874dc8cc0888adeeabb4151f8a47614598d1af5","61,380","Buy With Stable Coin"
"0x41d8e99b66342a6009734b652e9888429360bf5f3b6b6363155755ae184b83b2","21923165","1664975867","2022-10-05 13:17:47","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x3d52c2bd250e36d494e8db2138aadabc27e185b4","56,160","Buy With Stable Coin"
"0xf0b6e4198bebe77f3724d3fbd4e9ecc3d1a119202829b4b3f9bf7073c14dffd4","21923184","1664975924","2022-10-05 13:18:44","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x527429b2efaf7a2c9e4e7e6b738460a0e4548749","12,240","Buy With Stable Coin"
"0xac9ec3f8eb6d493ad1081eaebe56d3bddd938c02a201ab3d9910dc43fb819b50","21923224","1664976044","2022-10-05 13:20:44","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xb399b9fd5887654cd0efb794a52117334c4acac4","16,680","Buy With Stable Coin"
"0xf357416f72f5186aff2b3c74433c5a72efe0b0cd6ceac7d46dc8339b588537ae","21923270","1664976182","2022-10-05 13:23:02","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x6e1e14a68b090e35197238fd52a13583f5aebdc7","12,000","Buy With Stable Coin"
"0x7b5816b12765a69bebbeb5be5d5ac0141918e3c1e242ae5ee0076e6b8d56a5dd","21923303","1664976281","2022-10-05 13:24:41","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x4641a03b0b711527700bdecacb1a43d95ccd1936","10,020","Buy With Stable Coin"
"0x40658b3f620169b22825719114c7675f2fd2898d64b3ed62f127184d673969f3","21923335","1664976377","2022-10-05 13:26:17","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x6e1e14a68b090e35197238fd52a13583f5aebdc7","1,800","Buy With Stable Coin"
"0x534a3531da896cc9ba41fd4db00e499a7ff49a316c7e4e5218108edbadc7e6ee","21923348","1664976416","2022-10-05 13:26:56","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xab2a9086738a46a7ae912c5d12653622ed519f34","12,240","Buy With Stable Coin"
"0xc2a589aaedf400511519405146c87cd5d665ea0010ad10f108949c2c689877c5","21923526","1664976950","2022-10-05 13:35:50","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xab2a9086738a46a7ae912c5d12653622ed519f34","30","Buy With Stable Coin"
"0x0ee7642b08da8d4bfc7064fa67d0750257e38408403d669290be354b9b4b54a3","21923532","1664976968","2022-10-05 13:36:08","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x38633010c63a35fdb9cc2cb2505f05c2dcf3ccb5","63,480","Buy With Stable Coin"
"0x89843eefaf962ad577d470366f7350597107360c2fa9d2631f6f57eed1cc903c","21923549","1664977019","2022-10-05 13:36:59","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xa7a41ca15cb9c2a5d442b2c4d15c0a9c10d33514","25,800","Buy With Stable Coin"
"0x5d29cc0f541baa348161492d42770537ad985aa83a94e2dcfa777c29f832a984","21923762","1664977658","2022-10-05 13:47:38","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x2e2c012b6a01a7b8d1df2b6d90a18dd043761bca","8,280","Buy With Stable Coin"
"0xae0f48ec4b5ce31d5bbbe866e4a6bb10b71a12f09f1b379d678d1e02bc1eecc3","21923867","1664977973","2022-10-05 13:52:53","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x3e47f1ff56d7770d2e5e630a2c949f43288b8dfa","36,000","Buy With Stable Coin"
"0xf41cf87215a0cbb1e5c891e6022cdcfb7f0bd6a9a6692c9b3f8b4323c4d09e4a","21923944","1664978204","2022-10-05 13:56:44","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xe293a40eed2b88369fa24027c7ab0e7a171872f1","12,900","Buy With Stable Coin"
"0xbcbb4a629400bb03cc5487896ce88530cc8eb39840aadc23328ed697d0434129","21923988","1664978336","2022-10-05 13:58:56","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xabf0aa16f1ae6028db34932ce5624e6422a91720","25,140","Buy With Stable Coin"
"0x9eab2e592da999a86ba9ea9234086252450701841fdb2030281656150b745e73","21924170","1664978921","2022-10-05 14:08:41","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x10de419c02c39bff8739c061aad496ea343b4767","48,000","Buy With Stable Coin"
"0xbc69af9e2e379b6f9006b606552df6edf56ecd698245942498ad28d1c1c5250a","21924216","1664979059","2022-10-05 14:10:59","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0x141f5b1dbed9f58e3a057ede431cee105f078539","11,160","Buy With Stable Coin"
"0x42830d503dff15419b31fafb2fa8f9eaaf77d8672377739d544344ff3b5a1b56","21924309","1664979338","2022-10-05 14:15:38","0x4c220f6d617237f5f4c950707319aa2e3cf79f10","0xb399b9fd5887654cd0efb794a52117334c4acac4","22,800","Buy With Stable Coin"
